belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,release_year,return,name_collection
{'name':'sin datos' },0,"Comedy, Drama",41588,en,"Peter and Katherine Witner are Southern California super-yuppies with great jobs but no center to their lives. When they both lose their jobs and begin marital infidelities, their solution is to start their own business together. In order to find meaning to their empty lives, they follow various New Age gurus and other such groups. Eventually, they hit rock bottom and have make some hard decisions",0.596207,"Regency Enterprises, Alcor Films, Ixtlan, Warner Bros., New Regency Pictures",United States of America,1994-09-16,0.0,112.0,English,Released,A shopping spree for the morally bankrupt.,The New Age,4.8,5.0,1994,0.0,sin datos
{'name':'sin datos' },20000000,"Action, Drama, Science Fiction, Thriller",10447,en,"In the year 2022, a ruthless prison warden has created the ultimate solution for his most troublesome and violent inmates: Absolom, a secret jungle island where prisoners are abandoned and left to die. But Marine Captain John Robbins, convicted of murdering a commanding officer, is determined to escape the island in order to reveal the truth behind his murderous actions and clear his name.",9.715187,"Columbia Pictures Corporation, Pacific Western, Allied Filmmakers, Platinum Pictures",United States of America,1994-04-29,15340000.0,118.0,English,Released,No Guards. No Walls.,No Escape,6.1,86.0,1994,0.767,sin datos
{'name':'sin datos' },40000000,"Comedy, Drama, Family, Fantasy, Science Fiction",31586,en,"Eleven-year-old North has had it with his parents. They are always busy with their careers and don't give North the attention he needs, so he files a lawsuit against them. The judge rules that North should either find new parents or return to his own parents within two months. Thus north starts off on an hilarious journey around the world to find the parents that really care about him.",15.534707,"Columbia Pictures, New Line Cinema, Castle Rock Entertainment",United States of America,1994-07-22,0.0,87.0,English,Released,A family comedy that appeals to the child in everyone.,North,4.8,67.0,1994,0.0,sin datos
{'name':'sin datos' },4000000,"Romance, Drama, Fantasy",9300,en,"In 1600, nobleman Orlando inherits his parents' house, thanks to Queen Elizabeth I, who commands the young man to never change. After a disastrous affair with Russian princess Sasha, Orlando looks for solace in the arts before being appointed ambassador to Constantinople in 1700, where war is raging. One morning, Orlando is shocked to wake up as a woman and returns home, struggling as a female to retain her property as the centuries roll by.",3.800785,"Mikado Film, Lenfilm Studio, Adventure Pictures","United Kingdom, France, Italy, Netherlands, Russia",1992-09-01,0.0,93.0,English,Released,sin datos,Orlando,6.7,53.0,1992,0.0,sin datos
{'name':'sin datos' },30000000,"Crime, Drama, Thriller",9559,en,"A kidnapped boy strikes up a friendship with his captor: an escaped convict on the run from the law, headed by an honorable U.S. Marshal.",8.040589,"Malpaso Productions, Warner Bros.",United States of America,1993-11-24,135130999.0,138.0,English,Released,sin datos,A Perfect World,7.2,376.0,1993,4.504366633333333,sin datos
{'name':'sin datos' },26000000,Drama,9800,en,No one would take his case until one man was willing to take on the system. Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,13.373006,"TriStar Pictures, Clinica Estetico",United States of America,1993-12-22,206678440.0,125.0,English,Released,No one would take on his case... until one man was willing to take on the system.,Philadelphia,7.6,1019.0,1993,7.949170769230769,sin datos
{'name':'sin datos' },7000000,"Drama, Romance",713,en,"After a long voyage from Scotland, pianist Ada McGrath and her young daughter, Flora, are left with all their belongings, including a piano, on a New Zealand beach. Ada, who has been mute since childhood, has been sold into marriage to a local man named Alisdair Stewart. Making little attempt to warm up to Alisdair, Ada soon becomes intrigued by his Maori-friendly acquaintance, George Baines, leading to tense, life-altering conflicts.",7.436758,"New South Wales Film & Television Office, The Australian Film Commission, CiBy 2000, Jan Chapman Productions","New Zealand, Australia, France",1993-05-19,116700000.0,121.0,"English, ",Released,sin datos,The Piano,7.1,290.0,1993,16.67142857142857,sin datos
{'name':'sin datos' },14000000,"Drama, Romance",8291,en,"In this film, we see the world through the eyes of main character Justice, a young African-American poet. A mail carrier invites a few friends along for a long overnight delivery run.",6.972599,Columbia Pictures,United States of America,1993-07-23,27515786.0,109.0,"English, Français",Released,A Street Romance.,Poetic Justice,6.9,47.0,1993,1.9654132857142856,sin datos
{'name':'sin datos' },0,Drama,18133,en,"Several players from different backgrounds try to cope with the pressures of playing football at a major university. Each deals with the pressure differently, some turn to drinking, others to drugs, and some to studying.",3.199976,Touchstone Pictures,United States of America,1993-09-24,23042200.0,112.0,English,Released,From Different Worlds They Come To Prove Themselves In The Gritty World of College Football.,The Program,6.0,28.0,1993,0.0,sin datos
{'name':'sin datos' },0,"Horror, Science Fiction, Thriller",25557,en,"The Earth is invaded by alien parasites aka ""slugs"" that ride on people's backs and control their minds. A trio of American government agents attempt to thwart this.",7.272296,Hollywood Pictures,United States of America,1994-10-21,8638072.0,109.0,English,Released,Trust No One,The Puppet Masters,5.6,41.0,1994,0.0,sin datos
{'name':'sin datos' },0,"Comedy, Crime, Drama, Music, Mystery, Romance",22588,en,"In 1939, WBN, a fourth radio network, is about to take to America's airwaves. As if the confusion of the premiere night wasn't enough, Penny Henderson, the owner's secretary, must deal with an unhappy sponsor, an overbearing boss and a soon-to-be ex-husband who desperately wants her back. As the broadcast begins, a mysterious voice breaks the broadcast and suddenly members of the cast turn up dead. It's up to her husband Roger, to find out whodunit as the police chase him through the halls of WBN.",8.506727,Universal Pictures,United States of America,1994-10-21,0.0,108.0,English,Released,"At station WBN, the hits just keep on coming.",Radioland Murders,5.8,12.0,1994,0.0,sin datos
{'name':'sin datos' },11000000,Comedy,10872,en,"A cat burglar is forced to take a bickering, dysfunctional family hostage on Christmas Eve.",5.868677,"Touchstone Pictures, Don Simpson/Jerry Bruckheimer Films",United States of America,1994-03-09,11439193.0,97.0,English,Released,They might be his hostages but what they're doing to this guy is criminal.,The Ref,6.7,99.0,1994,1.0399266363636364,sin datos
{'name':'sin datos' },11500000,"Drama, Romance",1245,en,A rule bound head butler's world of manners and decorum in the household he maintains is tested by the arrival of a housekeeper who falls in love with him in post-WWI Britain. The possibility of romance and his master's cultivation of ties with the Nazi cause challenge his carefully maintained veneer of servitude.,12.222576,"Columbia Pictures, Merchant Ivory Productions","United Kingdom, United States of America",1993-11-05,23237911.0,134.0,English,Released,Diamond in the Rough,The Remains of the Day,7.5,213.0,1993,2.0206879130434783,sin datos
{'name':'sin datos' },40000000,"Comedy, War",11858,en,"Danny DeVito plays an advertising man who is slowly sliding downhill. When he is fired from his job in Detroit, he signs up for unemployment. One day they find him a job; Teaching thinking skills to Army recruits. He arrives on base to find that there is no structure set up for the class.",4.985157,"Cinergi Pictures Entertainment, Touchstone Pictures","Canada, United States of America",1994-06-03,24332324.0,128.0,"English, Español",Released,"One Man's Mission To Teach The Few, The Proud... The Impossible!",Renaissance Man,5.9,83.0,1994,0.6083081,sin datos
{'name':'sin datos' },0,"Action, Drama, Thriller",7007,en,"When a prostitute is found dead in a Los Angeles skyscraper occupied by a large Japanese corporation, detectives John Conner and Web Smith are called in to investigate. Although Conner has previous experience working in Japan, cultural differences make their progress difficult until a security disc showing the murder turns up. Close scrutiny proves the disc has been doctored, and the detectives realize they're dealing with a cover-up as well.",6.279082,"Twentieth Century Fox Film Corporation, Walrus & Associates",United States of America,1993-07-30,107198790.0,125.0,"日本語, English",Released,A collision of East and West. A conspiracy of seduction and murder. A battle between tradition and power. Business is war.,Rising Sun,5.8,188.0,1993,0.0,sin datos
{'name':'sin datos' },0,"Comedy, Romance",10467,en,"An unhappy young couple visit the infamous Kellogg spa in Battle Creek, Michigan while a young hustler tries get into the breakfast-cereal business and compete against John Kellogg's corn flakes.",3.416181,"Columbia Pictures, Beacon Pictures",United States of America,1994-10-28,0.0,118.0,English,Released,A comedy of the heart and other organs.,The Road to Wellville,5.5,43.0,1994,0.0,sin datos
"{'id': 5547, 'name': 'RoboCop Collection', 'poster_path': '/foJBQb9oEOH0mGh77tXyoxXCfzU.jpg', 'backdrop_path': '/azQScQWHpz5puIV4YeCcqgiT9Tn.jpg'}",22000000,"Action, Adventure, Crime, Science Fiction, Thriller",5550,en,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, Robocop must decide where his loyalties lie.",8.685798,Orion Pictures,United States of America,1993-04-17,10696210.0,104.0,"English, 日本語",Released,He's back to lay down the law.,RoboCop 3,4.2,309.0,1993,0.4861913636363636,RoboCop Collection
{'name':'sin datos' },20000000,Comedy,8005,en,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",17.136672,"Gaumont, Twentieth Century Fox Film Corporation, Brooksfilms","France, United States of America",1993-07-28,35739755.0,104.0,English,Released,"The legend had it coming... Find out where Robin Hood put his Little John, what made Will Scarlet, and what did Friar Tuck into his tights that Maid Marion all of a quiver?",Robin Hood: Men in Tights,6.4,575.0,1993,1.78698775,sin datos
{'name':'sin datos' },11500000,"Action, Crime, Drama, Thriller",2088,en,A corrupt cop gets in over his head when he tries to assassinate a beautiful Russian hit-woman.,9.796318,"Working Title Films, Polygram Filmed Entertainment, Hilary Henkin","United Kingdom, United States of America",1993-09-13,3275585.0,100.0,English,Released,The story of a cop who wanted it bad and got it worse.,Romeo Is Bleeding,5.7,36.0,1993,0.2848334782608696,sin datos
{'name':'sin datos' },0,"Action, Drama, Thriller",10412,en,"Nazi skinheads in Melbourne take out their anger on local Vietnamese, who are seen as threatening racial purity. Finally the Vietnamese have had enough and confront the skinheads in an all-out confrontation, sending the skinheads running. A woman who is prone to epileptic seizures joins the skins' merry band, and helps them on their run from justice, but is her affliction also a sign of impurity?",5.157926,"The Australian Film Commission, Film Victoria, Seon Film Productions, Romper Stomper Pty. Ltd.",Australia,1992-03-05,0.0,94.0,"Português, Deutsch, English, 日本語, Tiếng Việt",Released,Give Him Smack In Head Special ...,Romper Stomper,6.6,126.0,1992,0.0,sin datos
